order_var,article_title,scrape_date
7,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T02:52:40Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T02:52:40Z
9,Candidates take to stage for third Republican debate,2023-11-09T02:52:40Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T02:52:40Z
1,Russian TikTok star collapses after draft notice,2023-11-09T02:57:41Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T02:57:41Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T02:57:41Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T02:57:41Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T02:57:41Z
6,'There's disgusting behaviour at my McDonald's',2023-11-09T02:57:41Z
7,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T02:57:41Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T02:57:41Z
9,Candidates take to stage for third Republican debate,2023-11-09T02:57:41Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T02:57:41Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:02:42Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:02:42Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:02:42Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:02:42Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:02:42Z
6,'There's disgusting behaviour at my McDonald's',2023-11-09T03:02:42Z
7,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:02:42Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:02:42Z
9,Candidates take to stage for third Republican debate,2023-11-09T03:02:42Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T03:02:42Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:07:43Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:07:43Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:07:43Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:07:43Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:07:43Z
6,'There's disgusting behaviour at my McDonald's',2023-11-09T03:07:43Z
7,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:07:43Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:07:43Z
9,Candidates take to stage for third Republican debate,2023-11-09T03:07:43Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T03:07:43Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:12:43Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:12:43Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:12:43Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:12:43Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:12:43Z
6,Candidates take to stage for third Republican debate,2023-11-09T03:12:43Z
7,'There's disgusting behaviour at my McDonald's',2023-11-09T03:12:43Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:12:43Z
9,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:12:43Z
10,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:12:43Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:17:44Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:17:44Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:17:44Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:17:44Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:17:44Z
6,Candidates take to stage for third Republican debate,2023-11-09T03:17:44Z
7,'There's disgusting behaviour at my McDonald's',2023-11-09T03:17:44Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:17:44Z
9,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:17:44Z
10,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:17:44Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:22:45Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:22:45Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:22:45Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:22:45Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:22:45Z
6,Candidates take to stage for third Republican debate,2023-11-09T03:22:45Z
7,'There's disgusting behaviour at my McDonald's',2023-11-09T03:22:45Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:22:45Z
9,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:22:45Z
10,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:22:45Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:27:45Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:27:45Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:27:45Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:27:45Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:27:45Z
6,Candidates take to stage for third Republican debate,2023-11-09T03:27:45Z
7,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:27:45Z
8,'There's disgusting behaviour at my McDonald's',2023-11-09T03:27:45Z
9,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:27:45Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T03:27:45Z
1,Russian TikTok star collapses after draft notice,2023-11-09T03:32:46Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:32:46Z
3,A turning point in Myanmar as army suffers big losses,2023-11-09T03:32:46Z
4,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:32:46Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:32:46Z
6,Candidates take to stage for third Republican debate,2023-11-09T03:32:46Z
7,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:32:46Z
8,'There's disgusting behaviour at my McDonald's',2023-11-09T03:32:46Z
9,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:32:46Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T03:32:46Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T03:37:47Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:37:47Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:37:47Z
4,Russian TikTok star collapses after draft notice,2023-11-09T03:37:47Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:37:47Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:37:47Z
7,Candidates take to stage for third Republican debate,2023-11-09T03:37:47Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:37:47Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T03:37:47Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:37:47Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T03:42:48Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:42:48Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:42:48Z
4,Russian TikTok star collapses after draft notice,2023-11-09T03:42:48Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:42:48Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:42:48Z
7,Candidates take to stage for third Republican debate,2023-11-09T03:42:48Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:42:48Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T03:42:48Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:42:48Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T03:47:48Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:47:48Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:47:48Z
4,Russian TikTok star collapses after draft notice,2023-11-09T03:47:48Z
5,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:47:48Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:47:48Z
7,Candidates take to stage for third Republican debate,2023-11-09T03:47:48Z
8,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:47:48Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T03:47:48Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:47:48Z
1,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:52:49Z
2,A turning point in Myanmar as army suffers big losses,2023-11-09T03:52:49Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:52:49Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:52:49Z
5,Candidates take to stage for third Republican debate,2023-11-09T03:52:49Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:52:49Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:52:49Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:52:49Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T03:52:49Z
10,Russian TikTok star collapses after draft notice,2023-11-09T03:52:49Z
1,Ivanka Trump testifies she can't recall loan details,2023-11-09T03:57:50Z
2,A turning point in Myanmar as army suffers big losses,2023-11-09T03:57:50Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T03:57:50Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T03:57:50Z
5,Candidates take to stage for third Republican debate,2023-11-09T03:57:50Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T03:57:50Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T03:57:50Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T03:57:50Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T03:57:50Z
10,Russian TikTok star collapses after draft notice,2023-11-09T03:57:50Z
1,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:02:51Z
2,A turning point in Myanmar as army suffers big losses,2023-11-09T04:02:51Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:02:51Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:02:51Z
5,Candidates take to stage for third Republican debate,2023-11-09T04:02:51Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:02:51Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:02:51Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:02:51Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T04:02:51Z
10,Russian TikTok star collapses after draft notice,2023-11-09T04:02:51Z
1,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:07:52Z
2,A turning point in Myanmar as army suffers big losses,2023-11-09T04:07:52Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:07:52Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:07:52Z
5,Candidates take to stage for third Republican debate,2023-11-09T04:07:52Z
6,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:07:52Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:07:52Z
8,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:07:52Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T04:07:52Z
10,Russian TikTok star collapses after draft notice,2023-11-09T04:07:52Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:12:52Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:12:52Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:12:52Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:12:52Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:12:52Z
6,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:12:52Z
7,Candidates take to stage for third Republican debate,2023-11-09T04:12:52Z
8,Why lack of recall is a common strategy on the stand,2023-11-09T04:12:52Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T04:12:52Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:12:52Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:17:53Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:17:53Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:17:53Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:17:53Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:17:53Z
6,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:17:53Z
7,Candidates take to stage for third Republican debate,2023-11-09T04:17:53Z
8,Why lack of recall is a common strategy on the stand,2023-11-09T04:17:53Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T04:17:53Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:17:53Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:22:54Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:22:54Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:22:54Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:22:54Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:22:54Z
6,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:22:54Z
7,Candidates take to stage for third Republican debate,2023-11-09T04:22:54Z
8,Why lack of recall is a common strategy on the stand,2023-11-09T04:22:54Z
9,'There's disgusting behaviour at my McDonald's',2023-11-09T04:22:54Z
10,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:22:54Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:27:54Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:27:54Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:27:54Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:27:54Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:27:54Z
6,Candidates take to stage for third Republican debate,2023-11-09T04:27:54Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:27:54Z
8,'There's disgusting behaviour at my McDonald's',2023-11-09T04:27:54Z
9,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:27:54Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T04:27:54Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:32:55Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:32:55Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:32:55Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:32:55Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:32:55Z
6,Candidates take to stage for third Republican debate,2023-11-09T04:32:55Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:32:55Z
8,'There's disgusting behaviour at my McDonald's',2023-11-09T04:32:55Z
9,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:32:55Z
10,Why lack of recall is a common strategy on the stand,2023-11-09T04:32:55Z
1,A turning point in Myanmar as army suffers big losses,2023-11-09T04:37:56Z
2,Ivanka Trump testifies she can't recall loan details,2023-11-09T04:37:56Z
3,Iran-backed Yemeni rebels shoot down US drone,2023-11-09T04:37:56Z
4,US and Italy arrest 16 alleged Gambino mafia members,2023-11-09T04:37:56Z
5,Picasso masterpiece of 'golden muse' sells for Â£113m,2023-11-09T04:37:56Z
6,Candidates take to stage for third Republican debate,2023-11-09T04:37:56Z
7,Russia hits civilian ship in Black Sea - Ukraine,2023-11-09T04:37:56Z
8,'There's disgusting behaviour at my McDonald's',2023-11-09T04:37:56Z
9,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-09T04:37:56Z
